소유자명,생년월일,동호수,소유자_주소,아파트_소재지,도로명주소,건축물_연면적,거주형태,등기목적_분류,등기원인_년월일,근저당설정여부,근저당금액,보유기간,압류가압류,소유형태,세대유형,공유자수,단독소유자수
윤도윤,460123,3동104호,서울시 서초구 신사동 169-9,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,매매,2016-06-12,Y,894220000,9년 4개월,없음,단독소유자,단독세대,0,1
김영자,780928,3동105호,경기도 수원시 영통구 동탄동 606-18,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,경매,2018-01-26,N,0,7년 9개월,없음,단독소유자,단독세대,0,1
이서연,730701,3동101호,서울시 종로구 압구정동 172-93,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,매매,2008-01-09,Y,358350000,17년 9개월,없음,단독소유자,단독세대,0,1
주식회사 태양,780916,3동102호,서울시 서초구 방배동 871-84,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,증여,2021-11-21,N,0,3년 11개월,없음,단독소유자,단독세대,0,1
최영자,541002,3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,실거주,증여,2004-08-07,Y,973590000,21년 2개월,없음,단독소유자,단독세대,0,1
이도윤,470705,3동104호,서울시 용산구 압구정동 707-15,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,증여,2012-12-18,Y,345910000,12년 10개월,없음,단독소유자,단독세대,0,1
강하준,520305,3동105호,서울시 용산구 장문로 27 청화아파트 3동105호,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,실거주,매매,2016-04-06,N,0,9년 6개월,없음,단독소유자,단독세대,0,1
이예준,380102,3동101호,서울시 용산구 장문로 27 청화아파트 3동101호,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,실거주,경매,2009-01-17,Y,314350000,16년 9개월,없음,단독소유자,단독세대,0,1
강민서,700218,3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,실거주,상속,2022-05-24,Y,809220000,3년 5개월,없음,단독소유자,단독세대,0,1
박영희,550510,3동103호,충청북도 청주시 흥덕구 564-27,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,투자,매매,1983-02-28,Y,154680000,42년 8개월,없음,단독소유자,단독세대,0,1
최영자,570901,3동104호,경기도 화성시 동탄구 동탄동 519-90,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,경매,2012-05-15,N,0,13년 5개월,없음,단독소유자,단독세대,0,1
이민서,530126,3동105호,전북 전주시 효자동 899-99,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,매매,2022-01-24,N,0,3년 9개월,없음,단독소유자,단독세대,0,1
강예준,731013,3동101호,서울시 도봉구 잠실동 71-11,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,상속,2018-01-10,Y,182970000,7년 9개월,없음,단독소유자,단독세대,0,1
김도윤,381012,3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,실거주,상속,2010-08-18,Y,942410000,15년 2개월,없음,단독소유자,단독세대,0,1
윤도윤,500516,3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,실거주,상속,2009-07-20,Y,375490000,16년 3개월,없음,단독소유자,단독세대,0,1
조순자,881017,3동104호,경기도 고양시 일산구 백석동 162-12,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,경매,2017-10-26,Y,638890000,8년 0개월,없음,단독소유자,단독세대,0,1
정예준,700227,3동105호,"8543 Maple Ave, Los Angeles, CA, USA",서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,경매,2011-01-04,Y,636100000,14년 9개월,없음,단독소유자,단독세대,0,1
박영자,670710,3동101호,서울시 강동구 석촌동 795-7,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,매매,2022-10-25,N,0,3년 0개월,없음,단독소유자,단독세대,0,1
장도윤,631016,3동102호,서울시 강북구 잠실동 532-28,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,매매,2015-06-18,Y,882140000,10년 4개월,없음,단독소유자,단독세대,0,1
윤서준,470412,3동103호,서울시 중랑구 신사동 42-65,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,투자,경매,2020-03-14,N,0,5년 7개월,없음,단독소유자,단독세대,0,1
박도윤,410902,3동104호,서울시 강북구 방배동 114-33,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,매매,2023-11-24,Y,567080000,1년 11개월,없음,단독소유자,단독세대,0,1
강하준,751011,3동105호,서울시 용산구 장문로 27 청화아파트 3동105호,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,실거주,매매,2004-10-09,Y,702890000,21년 0개월,없음,단독소유자,단독세대,0,1
윤시우,500506,4동101호,서울시 도봉구 송파동 371-8,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,상속,2021-08-27,N,0,4년 2개월,없음,단독소유자,단독세대,0,1
장시우,760908,4동102호,서울시 서초구 대치동 831-53,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,매매,2019-04-12,Y,553700000,6년 6개월,없음,단독소유자,단독세대,0,1
장서연,610827,4동103호,서울시 용산구 반포동 959-56,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,상속,2006-10-03,Y,255210000,19년 0개월,없음,단독소유자,단독세대,0,1
최서연,950916,4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,실거주,증여,2014-01-04,N,0,11년 9개월,없음,단독소유자,단독세대,0,1
조하준,570807,4동105호,서울시 성북구 서초동 726-19,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,증여,2014-05-17,Y,184550000,11년 5개월,없음,단독소유자,단독세대,0,1
김민준,570413,4동106호,서울시 성북구 청담동 360-1,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,상속,2023-09-23,N,0,2년 1개월,없음,단독소유자,단독세대,0,1
김서연,730208,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,증여,2017-06-02,N,0,8년 4개월,없음,단독소유자,단독세대,0,1
이영희,650310,4동101호,서울시 영등포구 역삼동 151-82,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,증여,2020-08-15,Y,771840000,5년 2개월,없음,단독소유자,단독세대,0,1
임영자,600701,4동102호,경기도 고양시 일산구 백석동 624-47,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,증여,2012-12-07,N,0,12년 10개월,없음,단독소유자,단독세대,0,1
조예준,741205,4동103호,경기도 고양시 일산구 백석동 95-33,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,증여,2015-11-17,Y,654890000,9년 11개월,없음,단독소유자,단독세대,0,1
최도윤,631115,4동104호,경기도 성남시 분당구 정자동 468-93,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,투자,매매,2005-01-21,N,0,20년 9개월,없음,단독소유자,단독세대,0,1
강도윤,580722,4동105호,서울시 중구 문정동 608-80,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,경매,2014-06-19,N,0,11년 4개월,없음,단독소유자,단독세대,0,1
김순자,561024,4동106호,서울시 은평구 역삼동 59-25,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,매매,2011-11-26,N,0,13년 11개월,없음,단독소유자,단독세대,0,1
정서연,560604,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,경매,2023-05-25,Y,728650000,2년 5개월,없음,단독소유자,단독세대,0,1
최예준,710412,4동101호,서울시 용산구 장문로 27 청화아파트 4동101호,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,실거주,경매,2011-07-08,Y,214520000,14년 3개월,없음,단독소유자,단독세대,0,1
김민서,580423,4동102호,서울시 동대문구 송파동 635-48,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,상속,2021-08-13,Y,648250000,4년 2개월,없음,단독소유자,단독세대,0,1
임도윤,910315,4동103호,서울시 서초구 압구정동 117-40,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,경매,2025-02-14,Y,768520000,0년 8개월,없음,단독소유자,단독세대,0,1
박순자,810208,4동104호,서울시 광진구 서초동 32-4,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,투자,상속,2021-10-26,Y,610390000,4년 0개월,없음,단독소유자,단독세대,0,1
박순자,600122,4동105호,인천시 서구 구월동 227-67,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,증여,2024-03-26,Y,642070000,1년 7개월,없음,단독소유자,단독세대,0,1
윤지호,730709,4동106호,서울시 양천구 청담동 266-24,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,상속,2025-01-09,Y,927750000,0년 9개월,없음,단독소유자,단독세대,0,1
장민준,660919,4동107호,서울시 성동구 논현동 248-84,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,투자,경매,2022-02-18,Y,683750000,3년 8개월,없음,단독소유자,단독세대,0,1
정민서,421018,4동101호,인천시 서구 구월동 395-64,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,증여,2016-11-12,Y,911750000,8년 11개월,없음,단독소유자,단독세대,0,1
임서준,580603,4동102호,서울시 은평구 가락동 265-85,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,매매,2021-01-12,Y,626420000,4년 9개월,없음,단독소유자,단독세대,0,1
이순자,610523,4동103호,서울시 은평구 대치동 13-69,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,상속,2020-01-17,Y,797530000,5년 9개월,없음,단독소유자,단독세대,0,1
강지호,690410,4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,실거주,매매,2012-08-12,Y,448400000,13년 2개월,없음,단독소유자,단독세대,0,1
장하준,470507,4동105호,서울시 구로구 삼성동 565-4,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,매매,2024-08-15,Y,682270000,1년 2개월,없음,단독소유자,단독세대,0,1
장민준,560321,4동106호,서울시 강동구 반포동 364-37,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,증여,1983-10-10,Y,381320000,42년 0개월,없음,단독소유자,단독세대,0,1
이시우,720616,4동107호,서울시 관악구 송파동 283-88,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,투자,경매,2024-09-02,N,0,1년 1개월,없음,단독소유자,단독세대,0,1
박순자,550411,4동101호,서울시 중구 서초동 353-77,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,상속,1995-04-02,Y,756770000,30년 6개월,없음,단독소유자,단독세대,0,1
장영희,650818,4동102호,인천시 서구 구월동 94-4,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,상속,2008-03-27,N,0,17년 7개월,없음,단독소유자,단독세대,0,1
윤영희,사업자 252-65-22615,4동103호,서울시 용산구 장문로 27 청화아파트 4동103호,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,실거주,매매,2000-04-04,Y,727230000,25년 6개월,없음,단독소유자,단독세대,0,1
김민서,830326,4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,실거주,증여,1997-06-26,Y,267600000,28년 4개월,없음,단독소유자,단독세대,0,1
정하준,601108,4동105호,경기도 수원시 영통구 동탄동 113-66,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,경매,2011-04-24,N,0,14년 6개월,없음,단독소유자,단독세대,0,1
윤서연,571214,4동106호,서울시 관악구 신사동 930-81,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,상속,2006-02-02,Y,187190000,19년 8개월,없음,단독소유자,단독세대,0,1
이순자,570818,4동107호,서울시 구로구 서초동 666-73,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,투자,상속,2013-11-23,N,0,11년 11개월,없음,단독소유자,단독세대,0,1
김민서,640824,4동101호,대전시 서구 둔산동 981-84,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,경매,2013-09-06,Y,161290000,12년 1개월,없음,단독소유자,단독세대,0,1
박예준,430922,4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,실거주,경매,2013-09-16,Y,708440000,12년 1개월,없음,단독소유자,단독세대,0,1
박도윤,711004,4동103호,대전시 서구 둔산동 937-79,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,매매,2010-03-04,N,0,15년 7개월,없음,단독소유자,단독세대,0,1
조주원,640123,4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,실거주,상속,2019-06-01,Y,184490000,6년 4개월,없음,단독소유자,단독세대,0,1
최민준,560101,4동105호,서울시 강북구 서초동 633-90,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,매매,2022-03-26,N,0,3년 7개월,없음,단독소유자,단독세대,0,1
윤하준,440319,4동106호,서울시 중랑구 청담동 127-29,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,경매,2025-02-25,Y,211440000,0년 8개월,없음,단독소유자,단독세대,0,1
최민서,830311,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,상속,2006-10-16,Y,672720000,19년 0개월,없음,단독소유자,단독세대,0,1
조서연,731026,4동101호,서울시 용산구 장문로 27 청화아파트 4동101호,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,실거주,증여,1982-06-21,Y,591720000,43년 4개월,없음,단독소유자,단독세대,0,1
윤서연,591102,4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,실거주,증여,2004-05-08,Y,637600000,21년 5개월,없음,단독소유자,단독세대,0,1
최예준,720128,4동103호,서울시 관악구 압구정동 596-39,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,증여,2023-06-05,Y,122390000,2년 4개월,없음,단독소유자,단독세대,0,1
정하준,530804,4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,실거주,증여,2012-05-10,Y,241690000,13년 5개월,없음,단독소유자,단독세대,0,1
김주원,640701,4동105호,서울시 강북구 방배동 347-23,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,매매,2006-12-25,Y,494870000,18년 10개월,없음,단독소유자,단독세대,0,1
김서연,660919,4동106호,서울시 강북구 잠실동 169-88,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,경매,2024-09-16,Y,162430000,1년 1개월,없음,단독소유자,단독세대,0,1
윤도윤,590420,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,경매,2016-08-28,N,0,9년 2개월,없음,단독소유자,단독세대,0,1
강민준,630428,4동101호,서울시 중구 논현동 96-28,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,경매,2025-03-13,Y,244140000,0년 7개월,없음,단독소유자,단독세대,0,1
최영희,401114,4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,실거주,상속,2023-07-14,N,0,2년 3개월,없음,단독소유자,단독세대,0,1
임예준,700327,4동103호,"5638 Elm St, Seattle, CA, USA",서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,경매,2022-09-11,Y,256280000,3년 1개월,없음,단독소유자,단독세대,0,1
장영희,500218,4동104호,서울시 중구 문정동 398-17,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,투자,상속,2001-04-01,N,0,24년 6개월,없음,단독소유자,단독세대,0,1
윤민서,720704,4동105호,서울시 용산구 장문로 27 청화아파트 4동105호,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,실거주,경매,2022-03-26,Y,727470000,3년 7개월,없음,단독소유자,단독세대,0,1
김민서,660902,4동106호,서울시 용산구 장문로 27 청화아파트 4동106호,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,실거주,상속,2018-06-14,N,0,7년 4개월,없음,단독소유자,단독세대,0,1
김영희,630428,4동107호,서울시 송파구 대치동 888-84,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,투자,상속,2024-01-22,Y,582690000,1년 9개월,없음,단독소유자,단독세대,0,1
윤하준,660527,4동101호,서울시 금천구 삼성동 654-45,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,매매,2009-03-09,N,0,16년 7개월,없음,단독소유자,단독세대,0,1
임민서,871108,4동102호,서울시 마포구 신사동 466-73,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,상속,2015-10-14,Y,845220000,10년 0개월,없음,단독소유자,단독세대,0,1
김지호,310102,4동103호,서울시 용산구 장문로 27 청화아파트 4동103호,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,실거주,증여,2003-07-03,Y,921970000,22년 3개월,없음,단독소유자,단독세대,0,1
최서준,620317,4동104호,서울시 영등포구 잠실동 306-68,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,투자,상속,2014-07-11,Y,979720000,11년 3개월,없음,단독소유자,단독세대,0,1
이영자,670209,4동105호,서울시 용산구 장문로 27 청화아파트 4동105호,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,실거주,경매,2015-07-18,N,0,10년 3개월,없음,단독소유자,단독세대,0,1
조순자,301213,4동106호,서울시 용산구 장문로 27 청화아파트 4동106호,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,실거주,경매,2023-08-28,N,0,2년 2개월,없음,단독소유자,단독세대,0,1
임시우,490520,4동107호,인천시 남동구 구월동 499-29,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,투자,매매,2023-09-15,N,0,2년 1개월,없음,단독소유자,단독세대,0,1
이영자,550421,4동101호,서울시 관악구 논현동 581-20,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,상속,2015-08-05,Y,973860000,10년 2개월,없음,단독소유자,단독세대,0,1
최도윤,621105,4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,실거주,증여,2021-07-21,Y,355080000,4년 3개월,없음,단독소유자,단독세대,0,1
윤지호,610202,4동103호,서울시 종로구 방배동 872-83,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,매매,2021-10-26,N,0,4년 0개월,없음,단독소유자,단독세대,0,1
장도윤,610923,4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,실거주,상속,2005-04-07,N,0,20년 6개월,없음,단독소유자,단독세대,0,1
윤시우,650304,4동105호,부산시 해운대구 우동 586-34,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,증여,2005-03-17,Y,782930000,20년 7개월,없음,단독소유자,단독세대,0,1
임서연,790101,4동106호,서울시 광진구 대치동 343-1,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,매매,1988-06-14,Y,624540000,37년 4개월,없음,단독소유자,단독세대,0,1
윤시우,641013,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,매매,2024-12-22,Y,834690000,0년 10개월,없음,단독소유자,단독세대,0,1
정주원,890717,4동101호,서울시 서대문구 논현동 354-81,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,투자,매매,2007-11-01,N,0,17년 11개월,없음,단독소유자,단독세대,0,1
정시우,681015,4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,실거주,상속,2016-09-12,Y,329060000,9년 1개월,없음,단독소유자,단독세대,0,1
이민준,660713,4동103호,서울시 서초구 잠실동 128-44,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,증여,2003-12-22,Y,349060000,21년 10개월,없음,단독소유자,단독세대,0,1
조민준,510416,4동104호,서울시 강동구 대치동 188-63,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,투자,매매,2002-07-04,N,0,23년 3개월,없음,단독소유자,단독세대,0,1
김지호,590320,4동105호,서울시 서초구 서초동 557-53,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,매매,2017-05-06,Y,322180000,8년 5개월,없음,단독소유자,단독세대,0,1
최주원,640719,4동106호,서울시 용산구 장문로 27 청화아파트 4동106호,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,실거주,매매,2016-01-08,N,0,9년 9개월,없음,단독소유자,단독세대,0,1
조예준,600620,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,증여,2011-01-27,Y,646300000,14년 9개월,없음,단독소유자,단독세대,0,1
임도윤,760205,4동101호,서울시 용산구 장문로 27 청화아파트 4동101호,서울시 용산구 장문로 27 청화아파트 4동101호,서울특별시 용산구 장문로 27,154,실거주,경매,1994-08-19,Y,698120000,31년 2개월,없음,단독소유자,단독세대,0,1
강지호,660908,4동102호,광주시 서구 치평동 266-49,서울시 용산구 장문로 27 청화아파트 4동102호,서울특별시 용산구 장문로 27,154,투자,매매,2007-04-19,Y,665320000,18년 6개월,없음,단독소유자,단독세대,0,1
조영희,800826,4동103호,경기도 화성시 동탄구 동탄동 29-98,서울시 용산구 장문로 27 청화아파트 4동103호,서울특별시 용산구 장문로 27,154,투자,증여,2013-06-02,Y,491670000,12년 4개월,없음,단독소유자,단독세대,0,1
김지호,620620,4동104호,서울시 송파구 석촌동 868-61,서울시 용산구 장문로 27 청화아파트 4동104호,서울특별시 용산구 장문로 27,154,투자,상속,2006-08-14,Y,107250000,19년 2개월,없음,단독소유자,단독세대,0,1
김시우,620118,4동105호,서울시 강북구 잠실동 870-56,서울시 용산구 장문로 27 청화아파트 4동105호,서울특별시 용산구 장문로 27,154,투자,증여,2017-10-27,N,0,8년 0개월,없음,단독소유자,단독세대,0,1
윤하준,470109,4동106호,서울시 강서구 역삼동 273-27,서울시 용산구 장문로 27 청화아파트 4동106호,서울특별시 용산구 장문로 27,154,투자,증여,1983-03-18,Y,208160000,42년 7개월,없음,단독소유자,단독세대,0,1
김순자,770706,4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울시 용산구 장문로 27 청화아파트 4동107호,서울특별시 용산구 장문로 27,154,실거주,증여,2014-09-03,Y,982980000,11년 1개월,없음,단독소유자,단독세대,0,1
임시우,820223,5동101호,서울시 강동구 송파동 157-36,서울시 용산구 장문로 27 청화아파트 5동101호,서울특별시 용산구 장문로 27,185,투자,매매,2014-03-02,N,0,11년 7개월,없음,단독소유자,단독세대,0,1
임민준,851127,5동102호,서울시 강북구 신사동 739-57,서울시 용산구 장문로 27 청화아파트 5동102호,서울특별시 용산구 장문로 27,185,투자,증여,2004-01-01,Y,258380000,21년 9개월,없음,단독소유자,단독세대,0,1
이지호,790326,5동103호,서울시 용산구 장문로 27 청화아파트 5동103호,서울시 용산구 장문로 27 청화아파트 5동103호,서울특별시 용산구 장문로 27,185,실거주,증여,2024-06-25,Y,333260000,1년 4개월,없음,단독소유자,단독세대,0,1
정예준,590513,5동104호,서울시 용산구 장문로 27 청화아파트 5동104호,서울시 용산구 장문로 27 청화아파트 5동104호,서울특별시 용산구 장문로 27,185,실거주,경매,2020-05-07,Y,919800000,5년 5개월,없음,단독소유자,단독세대,0,1
박주원,400301,5동105호,서울시 마포구 역삼동 877-8,서울시 용산구 장문로 27 청화아파트 5동105호,서울특별시 용산구 장문로 27,185,투자,상속,2007-01-03,Y,603420000,18년 9개월,없음,단독소유자,단독세대,0,1
임예준,600922,5동101호,서울시 마포구 압구정동 342-77,서울시 용산구 장문로 27 청화아파트 5동101호,서울특별시 용산구 장문로 27,185,투자,경매,2017-05-27,N,0,8년 5개월,없음,단독소유자,단독세대,0,1
윤예준,580701,5동102호,경기도 수원시 영통구 동탄동 91-91,서울시 용산구 장문로 27 청화아파트 5동102호,서울특별시 용산구 장문로 27,185,투자,상속,2011-01-24,Y,165730000,14년 9개월,없음,단독소유자,단독세대,0,1
최영자,440513,5동103호,서울시 송파구 청담동 324-9,서울시 용산구 장문로 27 청화아파트 5동103호,서울특별시 용산구 장문로 27,185,투자,증여,2015-08-06,N,0,10년 2개월,없음,단독소유자,단독세대,0,1
장서준,791105,5동104호,서울시 광진구 신사동 870-80,서울시 용산구 장문로 27 청화아파트 5동104호,서울특별시 용산구 장문로 27,185,투자,상속,2024-04-04,N,0,1년 6개월,없음,단독소유자,단독세대,0,1
이하준,620110,5동105호,서울시 금천구 청담동 458-55,서울시 용산구 장문로 27 청화아파트 5동105호,서울특별시 용산구 장문로 27,185,투자,매매,2014-06-25,Y,227730000,11년 4개월,없음,단독소유자,단독세대,0,1
